numTreatments,instCode,name,type,journals,dois,country,country_name,region
60,CSCA,California State Collection of Arthropods,MUSEUM,ZooKeys,10.3897/zookeys.896.36493;10.3897/zookeys.778.25775;10.3897/zookeys.528.6001;10.3897/zookeys.541.6643;10.3897/zookeys.618.8059;10.3897/zookeys.1001.58447;10.3897/zookeys.594.7750;10.3897/zookeys.1007.60012;10.3897/zookeys.984.53587,US,United States,GN
59,NMW,"Naturhistorisches Museum, Wien",MUSEUM,ZooKeys,10.3897/zookeys.838.33086;10.3897/zookeys.765.24366;10.3897/zookeys.754.24276;10.3897/zookeys.723.21817;10.3897/zookeys.688.11261;10.3897/zookeys.664.11881;10.3897/zookeys.933.48771;10.3897/zookeys.621.9725;10.3897/zookeys.1003.55541;10.3897/zookeys.855.35677;10.3897/zookeys.623.10052,AT,Austria,GN
59,QCAZ,"Museo de Zoologia, Pontificia Universidad Catolica del Ecuador",MUSEUM,ZooKeys;Evolutionary Systematics,10.3897/zookeys.794.26936;10.3897/zookeys.777.26017;10.3897/zookeys.766.24523;10.3897/zookeys.726.13864;10.3897/zookeys.673.12108;10.3897/evolsyst.1.14969;10.3897/zookeys.593.8063;10.3897/zookeys.993.53559;10.3897/zookeys.606.9121;10.3897/zookeys.546.6533,EC,Ecuador,GS
59,MNCR,Museo Nacional de Costa Rica,MUSEUM,ZooKeys,10.3897/zookeys.792.28034;10.3897/zookeys.863.33183;10.3897/zookeys.668.11350;10.3897/zookeys.631.10718;10.3897/zookeys.617.9178;10.3897/zookeys.1001.58447;10.3897/zookeys.1024.56927,CR,Costa Rica,GS
58,PCYU,The Packer Collection at York University,UNIVERSITY_COLLEGE,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.591.7731,CA,Canada,GN
57,ZMMU,"Zoological Museum, Moscow Lomonosov State University",MUSEUM,ZooKeys,10.3897/zookeys.802.30236;10.3897/zookeys.791.28775;10.3897/zookeys.717.21885;10.3897/zookeys.906.47978;10.3897/zookeys.675.13252;10.3897/zookeys.672.10624;10.3897/zookeys.635.10487;10.3897/zookeys.632.10130;10.3897/zookeys.630.10397;10.3897/zookeys.993.59932;10.3897/zookeys.558.6521;10.3897/zookeys.1019.61496;10.3897/zookeys.1035.65767,RU,Russian Federation,GN
56,ZMBN,"Museum of Zoology at the University of Bergen, Invertebrate Collection",COLLECTION,Evolutionary Systematics;ZooKeys;Nota Lepidopterologica,10.3897/evolsyst.3.35737;10.3897/zookeys.749.24199;10.3897/zookeys.746.14885;10.3897/zookeys.710.14902;10.3897/zookeys.863.33183;10.3897/zookeys.845.32428;10.3897/zookeys.992.55977;10.3897/nl.39.9090;10.3897/zookeys.1033.60686,NO,Norway,GN
56,SAMA,"South Australian Museum, Adelaide, Australia",MUSEUM,Zoosystematics and Evolution;ZooKeys,10.3897/zse.93.11576;10.3897/zse.92.7629;10.3897/zookeys.846.33200;10.3897/zookeys.700.11784;10.3897/zookeys.598.9229;10.3897/zookeys.653.11177;10.3897/zookeys.562.6052;10.3897/zookeys.1012.57172;10.3897/zookeys.658.11227;10.3897/zookeys.520.6185,AU,Australia,GN
54,VMNH,Virginia Museum of Natural History,MUSEUM,ZooKeys,10.3897/zookeys.786.27631;10.3897/zookeys.1027.54888;10.3897/zookeys.1030.62544,US,United States,GN
53,PNM,Philippine National Museum,MUSEUM,ZooKeys,10.3897/zookeys.835.27528;10.3897/zookeys.675.12061;10.3897/zookeys.1002.58017;10.3897/zookeys.763.21252,PH,Philippines,GS
53,MUSM,"Museo de Historia Natural, Universidad Nacional Mayor de San Marcos, Lima, Peru",MUSEUM,ZooKeys,10.3897/zookeys.803.28124;10.3897/zookeys.788.26325;10.3897/zookeys.707.20759;10.3897/zookeys.673.13050;10.3897/zookeys.660.11394;10.3897/zookeys.994.56277;10.3897/zookeys.1001.58447;10.3897/zookeys.774.25332;10.3897/zookeys.766.24523;10.3897/zookeys.541.6297;10.3897/zookeys.935.50492;10.3897/zookeys.645.11221;10.3897/zookeys.996.53958,PE,Peru,GS
52,HMAS,Chinese Academy of Sciences,HERBARIUM,MycoKeys,10.3897/mycokeys.19.11174;10.3897/mycokeys.34.24221;10.3897/mycokeys.67.50068;10.3897/mycokeys.71.55009;10.3897/mycokeys.70.54149;10.3897/mycokeys.60.38186;10.3897/mycokeys.57.36628;10.3897/mycokeys.80.63816;10.3897/mycokeys.26.14506;10.3897/mycokeys.47.30740;10.3897/mycokeys.73.51424;10.3897/mycokeys.73.56905;10.3897/mycokeys.58.36723;10.3897/mycokeys.55.34527;10.3897/mycokeys.55.35015,CN,China,GS
51,CGMCC,"China General Microbiological Culture Collection Center, Chinese Academy of Sciences",COLLECTION,MycoKeys,10.3897/mycokeys.34.24221;10.3897/mycokeys.47.30740;10.3897/mycokeys.40.23828;10.3897/mycokeys.73.51424;10.3897/mycokeys.73.56905;10.3897/mycokeys.68.52092;10.3897/mycokeys.57.36628;10.3897/mycokeys.55.35015;10.3897/mycokeys.48.32147;10.3897/mycokeys.44.30295;10.3897/mycokeys.76.57410;10.3897/mycokeys.26.14688;10.3897/mycokeys.26.14919;10.3897/mycokeys.47.29180;10.3897/mycokeys.43.25081,CN,China,GS
51,KUNHM,"University of Kansas Biodiversity Institute and Natural History Museum, Lawrence, KS",INSTITUTE,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.658.10928;10.3897/zookeys.622.9155,US,United States,GN
50,US,University of Stellenbosch,UNIVERSITY,ZooKeys;PhytoKeys,10.3897/zookeys.796.21293;10.3897/phytokeys.77.11190;10.3897/phytokeys.76.11637;10.3897/phytokeys.76.10808;10.3897/phytokeys.75.10015;10.3897/phytokeys.74.10380;10.3897/phytokeys.74.9835;10.3897/phytokeys.74.10159;10.3897/phytokeys.69.9292;10.3897/phytokeys.69.8844;10.3897/phytokeys.65.7024;10.3897/phytokeys.63.8198;10.3897/phytokeys.58.5292;10.3897/phytokeys.57.6489;10.3897/phytokeys.57.5784;10.3897/phytokeys.75.10328;10.3897/zookeys.647.10960;10.3897/phytokeys.169.58107,ZA,South Africa,GS
50,HA,Universidad del Azuay,HERBARIUM,PhytoKeys;ZooKeys,10.3897/phytokeys.56.5306;10.3897/zookeys.769.25258;10.3897/zookeys.523.6114;10.3897/zookeys.529.6139,EC,Ecuador,GS
49,UF,"Florida Museum of Natural History- Zoology, Paleontology & Paleobotany",MUSEUM,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.795.29339;10.3897/zookeys.794.26789;10.3897/zookeys.790.28134;10.3897/zookeys.780.25859;10.3897/zookeys.780.26388;10.3897/zookeys.842.33052;10.3897/zookeys.614.8807;10.3897/zookeys.675.12453;10.3897/zookeys.617.10040;10.3897/zookeys.595.8626;10.3897/zse.97.59143,US,United States,GN
49,LFC,"Natural Resources Canada, Canadian Forest Service, Laurentian Forestry Centre, R. Martineau Insectarium, Quebec City, Quebec, Canada",COLLECTION,ZooKeys,10.3897/zookeys.524.6105;10.3897/zookeys.573.7878;10.3897/zookeys.581.8014;10.3897/zookeys.593.8412;10.3897/zookeys.610.9361;10.3897/zookeys.573.7016,CA,Canada,GN
48,BBSL,"USDA/ARS, Pollinating Insects, Biology, Management and Systematics Research",MUSEUM,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.55.12209;10.3897/zookeys.755.23939;10.3897/zookeys.591.7731,US,United States,GN
47,OSAC,Oregon State Arthropod Collection,UNIVERSITY_COLLEGE,Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/dez.66.38022;10.3897/zookeys.788.26282;10.3897/zookeys.788.26480;10.3897/zookeys.625.9891;10.3897/zookeys.1007.60012,US,United States,GN
47,NIAES,National Institute for Agro-Environmental Sciences,,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.990.55542;10.3897/zookeys.578.7424;10.3897/jhr.80.56178;10.3897/zookeys.1028.61018;10.3897/JHR.45.5301;10.3897/zookeys.995.55981,JP,Japan,GN
47,BMPC,"Bruno Massa Collection, University of Palermo",COLLECTION,Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/dez.65.26693;10.3897/zookeys.951.53814;10.3897/zookeys.679.11967,IT,Italy,GN
46,VNMN,Vietnam National Museum of Nature,MUSEUM,ZooKeys;PhytoKeys,10.3897/zookeys.837.32057;10.3897/zookeys.797.29138;10.3897/zookeys.524.6158;10.3897/zookeys.551.6168;10.3897/phytokeys.146.49731;10.3897/zookeys.996.56562;10.3897/zookeys.1018.61033;10.3897/zookeys.1036.56919,VN,Viet Nam,GN
46,MNRJ,Museu Nacional/Universidade Federal do Rio de Janeiro,MUSEUM,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.880.35482;10.3897/zookeys.794.26789;10.3897/zookeys.724.20680;10.3897/zookeys.714.11503;10.3897/zookeys.702.13981;10.3897/zookeys.699.12031;10.3897/zookeys.867.34034;10.3897/zookeys.848.32263;10.3897/zookeys.526.6077;10.3897/zookeys.526.6154;10.3897/zookeys.541.6022;10.3897/zookeys.600.8580;10.3897/zookeys.667.11369;10.3897/zookeys.632.9337;10.3897/zookeys.621.9980;10.3897/zse.96.56097;10.3897/zse.94.22685;10.3897/zookeys.771.24921,BR,Brazil,GS
46,AEIC,American Entomological Institute,INSTITUTE,ZooKeys,10.3897/zookeys.778.25775,US,United States,GN
45,BOR/MOL,"BORNEENSIS collection, Institute for Tropical Biology and Conservation, Universiti Malaysia Sabah",COLLECTION,ZooKeys,10.3897/zookeys.531.6097,MY,Malaysia,GS
44,IBSP,Instituto Biologico de Sao Paulo,INSTITUTE,ZooKeys,10.3897/zookeys.753.20805;10.3897/zookeys.589.7951;10.3897/zookeys.622.8682;10.3897/zookeys.1031.62181;10.3897/zookeys.771.24921;10.3897/zookeys.726.19778,BR,Brazil,GS
44,MTD,Museum of Zoology Senckenberg Dresden,MUSEUM,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.907.36563;10.3897/nl.39.9090,DE,Germany,GN
43,EMUS,"Biology Department of Utah State University in Logan, Utah",UNIVERSITY,Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research;ZooKeys,10.3897/dez.66.34683;10.3897/jhr.68.30131;10.3897/jhr.55.11452;10.3897/jhr.55.5322;10.3897/zookeys.990.55542,US,United States,GN
43,PGB,"Collection Barna Páll-Gergely (Mosonmagyaróvár, Hungary)",COLLECTION,ZooKeys,10.3897/zookeys.769.25258;10.3897/zookeys.523.6114;10.3897/zookeys.842.33052;10.3897/zookeys.564.6560,HU,Hungary,GN
42,MRT,"Museo Regionale di Storia Naturale, Terrasini (Palermo)",MUSEUM,Deutsche Entomologische Zeitschrift,10.3897/dez.65.26693,IT,Italy,GN
42,SAM,South African Museum,MUSEUM,Evolutionary Systematics;ZooKeys,10.3897/evolsyst.1.14847;10.3897/evolsyst.2.29172;10.3897/zookeys.756.24397;10.3897/zookeys.703.20986;10.3897/zookeys.685.13890;10.3897/zookeys.657.11623;10.3897/zookeys.640.10334;10.3897/evolsyst.5.64922,ZA,South Africa,GS
42,UNAM,Universidad Nacional Autonoma de Mexico,UNIVERSITY,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.796.20702;10.3897/jhr.55.12209;10.3897/jhr.58.12919;10.3897/zookeys.788.26885;10.3897/zookeys.747.24351;10.3897/zookeys.569.5984;10.3897/zookeys.671.12052;10.3897/zookeys.974.54536;10.3897/zookeys.987.51366;10.3897/jhr.63.24491,MX,Mexico,GS
42,NY,The New York Botanical Garden,HERBARIUM,PhytoKeys,10.3897/phytokeys.76.11637;10.3897/phytokeys.76.10298;10.3897/phytokeys.75.10015;10.3897/phytokeys.75.10759;10.3897/phytokeys.74.10380;10.3897/phytokeys.74.10159;10.3897/phytokeys.69.9292;10.3897/phytokeys.64.6864;10.3897/phytokeys.63.8895;10.3897/phytokeys.58.6973;10.3897/phytokeys.58.5292;10.3897/phytokeys.57.6489;10.3897/phytokeys.57.5784;10.3897/phytokeys.67.6703,US,United States,GN
41,CFCC,China Forestry Culture Collection Center,COLLECTION,MycoKeys,10.3897/mycokeys.56.36079;10.3897/mycokeys.50.32517;10.3897/mycokeys.69.54012;10.3897/mycokeys.62.47425;10.3897/mycokeys.60.46395;10.3897/mycokeys.59.38055;10.3897/mycokeys.48.31715;10.3897/mycokeys.42.29634;10.3897/mycokeys.39.26914;10.3897/mycokeys.39.27014;10.3897/mycokeys.77.59999;10.3897/mycokeys.79.65221,CN,China,GS
40,NCHU,National Chung Hsing University,UNIVERSITY,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.816.29738;10.3897/jhr.53.9890;10.3897/zookeys.584.6320,TW,Taiwan,GN
39,CAU,China Agricultural University,UNIVERSITY,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.21651;10.3897/zookeys.789.26165;10.3897/zookeys.760.22595;10.3897/zookeys.750.23382;10.3897/zookeys.724.21057;10.3897/zookeys.716.13916;10.3897/zookeys.867.36247;10.3897/zookeys.843.31885;10.3897/zookeys.931.49671;10.3897/zookeys.971.35875;10.3897/zookeys.973.46384;10.3897/zookeys.637.10310;10.3897/zookeys.982.49781;10.3897/zookeys.604.8377;10.3897/zookeys.589.7320;10.3897/zookeys.1015.57451;10.3897/zookeys.917.46887,CN,China,GS
39,ZMUM,"Zoological Museum, University of Amoy",MUSEUM,ZooKeys,10.3897/zookeys.793.29221;10.3897/zookeys.742.23471;10.3897/zookeys.725.22014;10.3897/zookeys.669.12561;10.3897/zookeys.693.14769;10.3897/zookeys.577.7825;10.3897/zookeys.833.32413;10.3897/zookeys.898.39265;10.3897/zookeys.761.24214;10.3897/zookeys.760.24837;10.3897/zookeys.722.21192;10.3897/zookeys.625.8711;10.3897/zookeys.1040.66209,CN,China,GS
39,CWOB,"Charles W. O’Brien Insect Collection, Green Valley, Arizona, USA",COLLECTION,ZooKeys,10.3897/zookeys.787.26948;10.3897/zookeys.785.26674;10.3897/zookeys.528.6001;10.3897/zookeys.679.12805,US,United States,GN
38,CM,Chongqing Museum,MUSEUM,ZooKeys,10.3897/zookeys.795.29339;10.3897/zookeys.675.12453;10.3897/zookeys.562.6124,CN,China,GS
37,MRAC,"Muséé Royal de l’Afrique Centrale, Tervuren, Belgium",MUSEUM,Zoosystematics and Evolution;ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zse.93.11041;10.3897/zookeys.944.49921;10.3897/zookeys.963.54714;10.3897/dez.68.60193;10.3897/zookeys.785.27422;10.3897/zookeys.708.14072;10.3897/zookeys.657.11076,BE,Belgium,GN
37,CNIN,"Coleccion Nacional de Insectos, Universidad Nacional Autonoma de Mexico",,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.51.9634;10.3897/zookeys.747.22731;10.3897/zookeys.736.21628;10.3897/zookeys.702.14728;10.3897/zookeys.681.12522;10.3897/zookeys.993.49434;10.3897/zookeys.589.8291,MX,Mexico,GS
37,TARI,Taiwan Agricultural Research Institute,,ZooKeys,10.3897/zookeys.705.10296;10.3897/zookeys.857.34465;10.3897/zookeys.856.30838;10.3897/zookeys.912.47719;10.3897/zookeys.990.55542;10.3897/zookeys.993.53805;10.3897/zookeys.568.7125,TW,Taiwan,GN
35,MNCN,Museo Nacional de Ciencias Naturales,MUSEUM,ZooKeys;Journal of Hymenoptera Research;Subterranean Biology;Nota Lepidopterologica,10.3897/zookeys.888.37816;10.3897/zookeys.800.26292;10.3897/jhr.52.10067;10.3897/zookeys.782.26797;10.3897/zookeys.779.26944;10.3897/subtbiol.25.23364;10.3897/zookeys.759.22981;10.3897/zookeys.740.14640;10.3897/zookeys.709.14877;10.3897/zookeys.688.11261;10.3897/zookeys.539.6157;10.3897/zookeys.987.51366;10.3897/zookeys.601.8241;10.3897/jhr.82.64657;10.3897/nl.40.14528;10.3897/zookeys.957.52565;10.3897/subtbiol.38.66254,ES,Spain,GN
35,ANSP,Academy of Natural Sciences,HERBARIUM,ZooKeys;Zoosystematics and Evolution;Journal of Orthoptera Research,10.3897/zookeys.795.29339;10.3897/zookeys.794.26789;10.3897/zse.95.33880;10.3897/zookeys.675.12453;10.3897/zookeys.601.9040;10.3897/zookeys.594.7750;10.3897/jor.28.30143,US,United States,GN
35,UBC,University of British Columbia,HERBARIUM,MycoKeys;ZooKeys,10.3897/mycokeys.18.10007;10.3897/zookeys.646.10787;10.3897/zookeys.625.9891,CA,Canada,GN
35,UCBME,"University of California Bohart Museum ​of Entomology, Davis, CA",MUSEUM,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.646.11411,US,United States,GN
35,NIBR,National Institute of Biological Resources,,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.712.14955;10.3897/zookeys.999.58747;10.3897/jhr.74.39299;10.3897/zookeys.1010.59915;10.3897/zookeys.1033.59558;10.3897/zookeys.991.55370,KR,"Korea, Republic of",GN
35,AdMU,"Ateneo de Manila University, Quezon City (Philippines)",UNIVERSITY,ZooKeys,10.3897/zookeys.1002.58017,PH,Philippines,GS
34,NZAC,New Zealand Arthropod Collection,OTHER_INSTITUTIONAL_TYPE,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.57.12892;10.3897/zookeys.707.12649;10.3897/zookeys.554.6120;10.3897/zookeys.879.37684,NZ,New Zealand,GN
34,SEHU,"Laboratory of Systematic Entomology, The Hokkaido University Museum, Hokkaido University, Sapporo, Japan",,ZooKeys;Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research,10.3897/zookeys.781.27354;10.3897/zookeys.665.11609;10.3897/zookeys.912.47719;10.3897/dez.68.59641;10.3897/jhr.53.11027;10.3897/zookeys.990.55542,JP,Japan,GN
34,RWC,"Reginald Webster Collection, Charters Settlement, New Brunswick, Canada",COLLECTION,ZooKeys,10.3897/zookeys.524.6105;10.3897/zookeys.573.7878;10.3897/zookeys.573.7830;10.3897/zookeys.573.7016,CA,Canada,GN
33,INBIO,"National Biodiversity Institute, Costa Rica",INSTITUTE,ZooKeys;Journal of Orthoptera Research,10.3897/zookeys.796.22517;10.3897/zookeys.853.30317;10.3897/jor.29.51328;10.3897/zookeys.1001.58447;10.3897/zookeys.557.7087,CR,Costa Rica,GS
33,CORBIDI,Centro de Ornitologia y Biodiversidad,INSTITUTE,ZooKeys;Evolutionary Systematics,10.3897/zookeys.766.24523;10.3897/zookeys.726.13864;10.3897/zookeys.630.9298;10.3897/zookeys.610.8507;10.3897/evolsyst.4.57578;10.3897/zookeys.594.8295;10.3897/zookeys.546.6533;10.3897/evolsyst.5.63674,PE,Peru,GS
33,UASM,"University of Alberta, E.H. Strickland Entomological Museum",UNIVERSITY,ZooKeys,10.3897/zookeys.714.15113;10.3897/zookeys.626.10033;10.3897/zookeys.1007.60012,CA,Canada,GN
32,CUAC,Clemson University Arthropod Collection,UNIVERSITY_COLLEGE,ZooKeys,10.3897/zookeys.787.26948;10.3897/zookeys.688.19867;10.3897/zookeys.685.13811;10.3897/zookeys.656.10738,US,United States,GN
32,AMS,"Australian Museum, Sydney",MUSEUM,ZooKeys,10.3897/zookeys.786.28539;10.3897/zookeys.756.24397;10.3897/zookeys.864.34521;10.3897/zookeys.521.5995;10.3897/zookeys.740.22712;10.3897/zookeys.638.10883;10.3897/zookeys.562.6052,AU,Australia,GN
31,OMNH,Sam Noble Oklahoma Museum of Natural History,MUSEUM,ZooKeys;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.796.21353;10.3897/jhr.62.23559;10.3897/zookeys.636.10592;10.3897/zookeys.990.55542;10.3897/zookeys.1006.58874;10.3897/dez.68.59641,US,United States,GN
31,QMBA,"Queensland Museum, Queensland, Brisbane, Queensland, Australia",MUSEUM,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.57.12892;10.3897/zookeys.556.6126,AU,Australia,GN
31,NZCS,GS,COLLECTION,ZooKeys,10.3897/zookeys.768.24423;10.3897/zookeys.705.19815;10.3897/zookeys.580.8153;10.3897/zookeys.669.11773;10.3897/zookeys.1019.59881,SR,Suriname,GS
31,CR,Museo Nacional de Costa Rica,HERBARIUM,PhytoKeys,10.3897/phytokeys.76.10298;10.3897/phytokeys.61.7295;10.3897/phytokeys.134.37979,CR,Costa Rica,GS
31,MGCL,"McGuire Center for Lepidoptera and Biodiversity, Florida Museum of Natural History, Gainesville, Florida, USA;",MUSEUM,ZooKeys,10.3897/zookeys.1028.56784;10.3897/zookeys.541.6297;10.3897/zookeys.677.12435;10.3897/zookeys.566.6982;10.3897/zookeys.533.6004,US,United States,GN
31,PHMB,"Plant Health and Molecular Biology Laboratory, National Food Chain Safety Office, Budapest, Hungary",INSTITUTE,Journal of Hymenoptera Research,10.3897/jhr.53.9890,HU,Hungary,GN
30,MZBI,"Jovan Hadži Institute of Biology, Research Centre of the Slovenian Academy of Sciences and Arts (Ljubljana, Slovenia)",INSTITUTE,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.769.25258;10.3897/dez.63.8386,SI,Slovenia,GN
30,REI,"Collection Reischütz (Horn, Austria)",COLLECTION,ZooKeys,10.3897/zookeys.769.25258;10.3897/zookeys.842.33052,AT,Austria,GN
30,CTMI,Central Texas. Melitological Institute,INSTITUTE,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.591.7731,US,United States,GN
29,ZJUH,"Institute of Insect Sciences, Zhejiang University, Hangzhou",INSTITUTE,Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/jhr.72.39333;10.3897/dez.67.57668;10.3897/zookeys.1038.55258;10.3897/zookeys.1038.64978;10.3897/JHR.45.5069;10.3897/zookeys.722.14799;10.3897/zookeys.639.10893;10.3897/zookeys.629.10167,CN,China,GS
29,IEBR,Institute of Ecology and Biological Resources,INSTITUTE,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.66.28881;10.3897/zookeys.723.21668;10.3897/zookeys.853.33938;10.3897/jhr.77.52797;10.3897/zookeys.996.56562;10.3897/jhr.74.47795;10.3897/zookeys.601.9165;10.3897/zookeys.576.8177;10.3897/zookeys.971.56571;10.3897/zookeys.1036.56919,VN,Viet Nam,GN
28,ROM,Royal Ontario Museum,MUSEUM,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.57.12892;10.3897/jhr.70.34206;10.3897/zookeys.759.24742;10.3897/zookeys.551.6168;10.3897/zookeys.691.13595;10.3897/zookeys.594.8295;10.3897/zookeys.562.6124,CA,Canada,GN
28,ZUEC,Museu de Zoologia da Universidade Estadual de Campinas,MUSEUM,ZooKeys,10.3897/zookeys.794.26789;10.3897/zookeys.786.27382;10.3897/zookeys.571.5983;10.3897/zookeys.561.7263;10.3897/zookeys.546.6175,BR,Brazil,GS
28,AUMNH,"Auburn University Museum of Natural History; Auburn, Alabama",UNIVERSITY,ZooKeys,10.3897/zookeys.560.6264,US,United States,GN
27,SMNS,Staatliches Museum fuer Naturkund Stuttgart,MUSEUM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.898.47118;10.3897/zookeys.853.33311;10.3897/zookeys.901.39432;10.3897/jhr.79.55899;10.3897/zookeys.562.6124;10.3897/zookeys.1036.66435,DE,Germany,GN
27,UCR,"Universidad de Costa Rica, Museo de Zoologia",UNIVERSITY,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.796.20702;10.3897/zookeys.796.21432;10.3897/zookeys.755.23939;10.3897/zookeys.646.11411;10.3897/zookeys.974.54536;10.3897/zookeys.629.10828;10.3897/jhr.76.48004,CR,Costa Rica,GS
27,PREM,Plant Protection Research Institute,HERBARIUM,MycoKeys,10.3897/mycokeys.60.39069;10.3897/mycokeys.76.58406,ZA,South Africa,GS
27,KYO,Kyoto University,HERBARIUM,PhytoKeys;ZooKeys,10.3897/phytokeys.73.10019;10.3897/phytokeys.69.9821;10.3897/phytokeys.62.7974;10.3897/phytokeys.65.8792;10.3897/phytokeys.65.7403;10.3897/phytokeys.65.6726;10.3897/zookeys.568.6721;10.3897/phytokeys.57.6347,JP,Japan,GN
27,MFNB,Museo Friulano di Storia Naturale,MUSEUM,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.907.36563;10.3897/zookeys.901.39432;10.3897/zookeys.963.54714;10.3897/dez.63.7178,IT,Italy,GN
26,TMSA,Transvaal Museum,MUSEUM,Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/dez.65.23538;10.3897/dez.65.25747;10.3897/zookeys.879.37721;10.3897/dez.63.7556;10.3897/zookeys.688.13632,ZA,South Africa,GS
26,INBio,"National Biodiversity Institute, Costa Rica",INSTITUTE,ZooKeys;Journal of Hymenoptera Research;PhytoKeys,10.3897/zookeys.884.36154;10.3897/JHR.50.8220;10.3897/phytokeys.76.10298;10.3897/zookeys.667.6080;10.3897/zookeys.750.23536,CR,Costa Rica,GS
26,IBUNAM,"Instituto de BiIología, Universidad Nacional Autónoma de México",UNIVERSITY_COLLEGE,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.796.21285;10.3897/zookeys.646.10787;10.3897/jhr.82.62345,MX,Mexico,GS
26,WAG,Naturalis,HERBARIUM,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.68.9576;10.3897/phytokeys.63.6262,NL,Netherlands,GN
26,JG,,,ZooKeys,10.3897/zookeys.769.25258,,,
26,DT,,,ZooKeys,10.3897/zookeys.769.25258,,,
26,EZP,,,ZooKeys,10.3897/zookeys.769.25258,,,
26,AVSC,,,ZooKeys,10.3897/zookeys.1001.58447,,,
25,DHMECN,,,ZooKeys,10.3897/zookeys.794.26936;10.3897/zookeys.852.24557;10.3897/zookeys.766.24523;10.3897/zookeys.751.20541,,,
25,UAIC,"University of Alabama, Ichthyological Collection",,ZooKeys,10.3897/zookeys.788.26885;10.3897/zookeys.1007.60012,,,
25,MEXU,Universidad Nacional Autónoma de México,HERBARIUM,PhytoKeys,10.3897/phytokeys.76.10921;10.3897/phytokeys.75.9198;10.3897/phytokeys.74.10159;10.3897/phytokeys.62.7953;10.3897/phytokeys.134.37979,MX,Mexico,GS
25,FU,"Fudan University, Department of Biology",,PhytoKeys;ZooKeys,10.3897/phytokeys.69.9821;10.3897/phytokeys.62.7974;10.3897/phytokeys.58.5292;10.3897/zookeys.938.51614;10.3897/phytokeys.65.8792;10.3897/phytokeys.65.7403;10.3897/phytokeys.65.6726;10.3897/phytokeys.58.6816;10.3897/phytokeys.57.6347;10.3897/zookeys.1028.63822,CN,China,GS
24,ISNB,,,ZooKeys,10.3897/zookeys.837.32057;10.3897/zookeys.963.54714;10.3897/zookeys.848.34207,,,
24,LSUMZ,"Louisiana State University, Musuem of Zoology",,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.562.6124,US,United States,GN
24,MHBU,,,ZooKeys,10.3897/zookeys.738.19884;10.3897/zookeys.880.34712;10.3897/zookeys.770.25491;10.3897/zookeys.748.23273;10.3897/zookeys.709.14755;10.3897/zookeys.857.29011;10.3897/zookeys.852.31611;10.3897/zookeys.525.6021;10.3897/zookeys.677.10399;10.3897/zookeys.553.6654;10.3897/zookeys.595.7569;10.3897/zookeys.600.7924;10.3897/zookeys.936.48577;10.3897/zookeys.968.48723;10.3897/zookeys.604.9049;10.3897/zookeys.1040.59547,,,
24,MEM,University of Memphis,HERBARIUM,ZooKeys,10.3897/zookeys.1027.54888;10.3897/zookeys.788.26048;10.3897/zookeys.787.26948;10.3897/zookeys.527.6087;10.3897/zookeys.533.6004,US,United States,GN
24,UWIM,University of Wyoming Insect Museum and Gallery,,ZooKeys,10.3897/zookeys.750.23536,US,United States,GN
24,RIFID,,,ZooKeys,10.3897/zookeys.995.55981;10.3897/zookeys.1028.61018,,,
