numTreatments,instCode,name,type,journals,dois,country,country_name,region
8,MSNVE,,,Journal of Hymenoptera Research,10.3897/jhr.71.35754,,,
8,TENN,University of Tennessee,HERBARIUM,MycoKeys,10.3897/mycokeys.18.10007,US,United States,GN
8,TNM,National Museum of Natural Science,HERBARIUM,MycoKeys,10.3897/mycokeys.20.11754;10.3897/mycokeys.52.34066,TW,Taiwan,GN
8,BISH,,,PhytoKeys,10.3897/phytokeys.76.11637;10.3897/phytokeys.69.8844;10.3897/phytokeys.60.6465;10.3897/phytokeys.58.5292,,,
8,GH,Harvard University,HERBARIUM,PhytoKeys;ZooKeys,10.3897/phytokeys.76.10298;10.3897/phytokeys.58.6973;10.3897/zookeys.572.6763,US,United States,GN
8,ANK,Ankara Üniversitesi,HERBARIUM,PhytoKeys,10.3897/phytokeys.75.10244;10.3897/phytokeys.69.8360;10.3897/phytokeys.61.7082;10.3897/phytokeys.56.5755;10.3897/phytokeys.65.8571,TR,Turkey,GN
8,RB,Jardim Botânico do Rio de Janeiro,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.9835;10.3897/phytokeys.57.6489;10.3897/phytokeys.57.5784;10.3897/phytokeys.71.9203,BR,Brazil,GS
8,LPB,"Herbario Nacional de Bolivia, Universidad Mayor de San Andrés",HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.58.6973,BO,"Bolivia, Plurinational State of",GN
8,KEP,Forest Research Institute Malaysia,HERBARIUM,PhytoKeys,10.3897/phytokeys.73.9737;10.3897/phytokeys.110.25846;10.3897/phytokeys.98.23903;10.3897/phytokeys.172.59336;10.3897/phytokeys.174.62023,MY,Malaysia,GS
8,HBG,University of Hamburg,HERBARIUM,PhytoKeys,10.3897/phytokeys.69.9292,DE,Germany,GN
8,HIC,"Hymenoptera Institute Collection, University of Kentucky",UNIVERSITY_COLLEGE,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.718.21151;10.3897/jhr.68.30131,US,United States,GN
8,MONZ,,,ZooKeys,10.3897/zookeys.707.12649,,,
8,AMNZ,Auckland Institute and Museum,MUSEUM,ZooKeys,10.3897/zookeys.707.12649,NZ,New Zealand,GN
8,BHCB,Universidade Federal de Minas Gerais,HERBARIUM,PhytoKeys,10.3897/phytokeys.61.7258;10.3897/phytokeys.57.6489,BR,Brazil,GS
8,UASB,University of Agricultural Sciences,,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.597.7520;10.3897/dez.66.47447,IO,British Indian Ocean Territory,GS
8,CIRAD,Centre de Cooperation Internationale en Recherche Agronomique pour le Developpement,,ZooKeys,10.3897/zookeys.615.9179,FR,France,GN
8,MUCL,,,MycoKeys,10.3897/mycokeys.74.57824;10.3897/mycokeys.66.50946;10.3897/mycokeys.39.27014,,,
8,KPM,Kanagawa Prefectural Museum of Natural History,HERBARIUM,ZooKeys,10.3897/zookeys.568.7733;10.3897/zookeys.712.14955,JP,Japan,GN
8,ZNHM,,,ZooKeys,10.3897/zookeys.1016.59699;10.3897/zookeys.1023.53404,,,
8,UFMNH,,,ZooKeys,10.3897/zookeys.1027.54888,,,
8,NJAU,,,ZooKeys,10.3897/zookeys.824.31635;10.3897/zookeys.762.23926;10.3897/zookeys.656.10738;10.3897/zookeys.574.7312,,,
8,MWM,,,ZooKeys,10.3897/zookeys.788.26325;10.3897/zookeys.677.12435;10.3897/zookeys.611.9058,,,
8,CULSP,,,ZooKeys,10.3897/zookeys.785.26236;10.3897/zookeys.1019.61496,,,
8,VABC,,,ZooKeys,10.3897/zookeys.527.6087,,,
8,SYSBM,,,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.615.9964;10.3897/zookeys.565.6304;10.3897/zookeys.1008.58854;10.3897/jhr.82.62148,,,
8,cRou,,,ZooKeys,10.3897/zookeys.664.11881,,,
8,BZL,,,ZooKeys,10.3897/zookeys.639.10893,,,
8,NCYUCC,,,MycoKeys,10.3897/mycokeys.70.53674,,,
8,ABC,,,ZooKeys;Subterranean Biology,10.3897/zookeys.596.8725;10.3897/subtbiol.38.61787,,,
8,DBUO,,,ZooKeys,10.3897/zookeys.554.6120,,,
7,SMTD,,,ZooKeys,10.3897/zookeys.837.32057;10.3897/zookeys.679.12547,,,
7,NHMD,Natural History Museum of Denmark,MUSEUM,ZooKeys;Journal of Hymenoptera Research;MycoKeys,10.3897/zookeys.820.30139;10.3897/zookeys.904.48592;10.3897/jhr.51.9075;10.3897/zookeys.771.25534;10.3897/zookeys.899.38892;10.3897/mycokeys.67.51811,DK,Denmark,GN
7,CNU,"Capital Normal University, College of Life Sciences",,Journal of Hymenoptera Research,10.3897/jhr.56.10388;10.3897/jhr.73.32256,CN,China,GS
7,ELMU,,,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.63.23671;10.3897/jhr.80.56178;10.3897/zookeys.990.55542,,,
7,MSU,"Mindanao State University, Tawi-Tawi College of Technology and Oceanography",,ZooKeys;MycoKeys,10.3897/zookeys.788.26282;10.3897/mycokeys.30.22887;10.3897/zookeys.1027.54888,PH,Philippines,GS
7,NMNHS,,,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.786.28386;10.3897/zookeys.687.13844;10.3897/zookeys.1004.58537;10.3897/nl.39.6760;10.3897/nl.43.54508,,,
7,MZU,,,ZooKeys,10.3897/zookeys.773.24878;10.3897/zookeys.643.11093,,,
7,PUCE,,,ZooKeys,10.3897/zookeys.768.24423;10.3897/zookeys.838.33086;10.3897/zookeys.788.26325,,,
7,GB,University of Gothenburg,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10381;10.3897/phytokeys.58.6973;10.3897/phytokeys.56.5306,SE,Sweden,GN
7,USZ,"Herbario del Oriente Boliviano (USZ), Museo de Historia Natural Noel Kempff Mercado, UAGRM",HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.58.6973,BO,"Bolivia, Plurinational State of",GN
7,PNH,National Museum,HERBARIUM,PhytoKeys,10.3897/phytokeys.73.10055;10.3897/phytokeys.69.9466;10.3897/phytokeys.61.7295,PH,Philippines,GS
7,BRLU,,,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.61.7017,,,
7,FHO,University of Oxford,HERBARIUM,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.71.9203,GB,United Kingdom,GN
7,GAZI,Gazi University,HERBARIUM,PhytoKeys,10.3897/phytokeys.69.8360;10.3897/phytokeys.68.9089;10.3897/phytokeys.61.7082;10.3897/phytokeys.56.5755;10.3897/phytokeys.65.8571,TR,Turkey,GN
7,RSKM,Royal Saskatchewan Museum,MUSEUM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.755.23939;10.3897/jhr.77.53704,CA,Canada,GN
7,CASENT,,,ZooKeys,10.3897/zookeys.727.20222,,,
7,IBSC,South China Botanical Garden,HERBARIUM,PhytoKeys,10.3897/phytokeys.63.8016;10.3897/phytokeys.146.50728;10.3897/phytokeys.171.59562;10.3897/phytokeys.171.57277,CN,China,GS
7,QCA,,,PhytoKeys,10.3897/phytokeys.62.7953;10.3897/phytokeys.56.5306;10.3897/phytokeys.160.54993,,,
7,ASUHIC,,,ZooKeys,10.3897/zookeys.679.12805,,,
7,VI,"Mykotektet, National Veterinary Institute",,ZooKeys,10.3897/zookeys.658.10928,NO,Norway,GN
7,GACP,Guizhou Agricultural College,HERBARIUM,MycoKeys,10.3897/mycokeys.49.31904;10.3897/mycokeys.78.61836,CN,China,GS
7,HUJ,Hebrew University,HERBARIUM,ZooKeys,10.3897/zookeys.605.8060,IL,Israel,GN
7,NZMC,,,ZooKeys,10.3897/zookeys.1003.56563;10.3897/zookeys.623.10205;10.3897/zookeys.612.7873;10.3897/zookeys.1028.61018,,,
7,UFES,,,Journal of Hymenoptera Research,10.3897/jhr.81.60048,,,
7,ZSMH,,,Evolutionary Systematics,10.3897/evolsyst.2.30778,,,
7,DBTC,,,ZooKeys,10.3897/zookeys.796.22517,,,
7,University of Edinburgh,,,Journal of Hymenoptera Research,10.3897/jhr.53.9890,,,
7,IEGU,,,ZooKeys,10.3897/zookeys.790.26130;10.3897/zookeys.917.47326;10.3897/zookeys.563.6030;10.3897/zookeys.1025.56780,,,
7,ASRU,,,ZooKeys,10.3897/zookeys.761.24214,,,
7,CEIOC,,,ZooKeys,10.3897/zookeys.699.12031;10.3897/zookeys.526.6154,,,
7,JSPC,J. Rusek Collection,,ZooKeys,10.3897/zookeys.577.7301,CZ,Czechia,GN
7,Davis Mountains State Park,,,ZooKeys,10.3897/zookeys.625.9891,,,
7,ZSSM,,,ZooKeys,10.3897/zookeys.639.10893,,,
7,OUMNH,,,ZooKeys,10.3897/zookeys.1001.58447,,,
7,ARC,Atlantic Reference Centre,,ZooKeys,10.3897/zookeys.585.7503,CA,Canada,GN
7,GZAAS,,,MycoKeys,10.3897/mycokeys.76.58465,,,
6,BLKU,,,ZooKeys,10.3897/zookeys.836.32634;10.3897/zookeys.1000.55021;10.3897/zookeys.651.10336,,,
6,NHM-PSU,,,ZooKeys,10.3897/zookeys.824.31635;10.3897/zookeys.987.54234,,,
6,GCRL,Gulf Coast Research Laboratory,,Zoosystematics and Evolution;ZooKeys,10.3897/zse.92.5789;10.3897/zse.92.5581;10.3897/zookeys.571.7440,US,United States,GN
6,TAMUIC,Texas A&M University Insect Collection,UNIVERSITY_COLLEGE,ZooKeys,10.3897/zookeys.893.47059;10.3897/zookeys.711.17766,US,United States,GN
6,HIST,,,ZooKeys,10.3897/zookeys.808.29433;10.3897/zookeys.825.31663,,,
6,UCB,University of California at Berkeley,,ZooKeys,10.3897/zookeys.796.21432,US,United States,GN
6,UCD,"University of California, Davis",,ZooKeys,10.3897/zookeys.796.21432,US,United States,GN
6,MLP,Museo de La Plata,,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.54.10096;10.3897/zookeys.610.9465;10.3897/zookeys.796.21431,AR,Argentina,GS
6,NBCN,,,Journal of Hymenoptera Research,10.3897/jhr.68.30131,,,
6,MNNC,"Museo Nacional de Historia Natural, Santiago",,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.795.27070;10.3897/nl.41.28570;10.3897/nl.42.38341;10.3897/nl.43.57965,CL,Chile,GS
6,MUPADI,,,ZooKeys,10.3897/zookeys.795.29339,,,
6,WTU,University of Washington,HERBARIUM,MycoKeys,10.3897/mycokeys.18.10007,US,United States,GN
6,PE,"Institute of Botany, Chinese Academy of Sciences",HERBARIUM,PhytoKeys,10.3897/phytokeys.109.27566;10.3897/phytokeys.79.11215;10.3897/phytokeys.148.48510;10.3897/phytokeys.161.53010,CN,China,GS
6,SEL,Marie Selby Botanical Gardens,HERBARIUM,PhytoKeys;ZooKeys,10.3897/phytokeys.77.11190;10.3897/zookeys.955.53644,US,United States,GN
6,PTBG,National Tropical Botanical Garden,HERBARIUM,PhytoKeys,10.3897/phytokeys.76.11637;10.3897/phytokeys.69.8844;10.3897/phytokeys.60.6465;10.3897/phytokeys.169.58107,US,United States,GN
6,NGBB,Ali Nihat Gokyigit Foundation,HERBARIUM,PhytoKeys,10.3897/phytokeys.75.10244;10.3897/phytokeys.69.9302;10.3897/phytokeys.65.8571,TR,Turkey,GN
6,NE,University of New England,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.57.5784,AU,Australia,GN
6,SI,Instituto de Botánica Darwinion,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.65.7024,AR,Argentina,GS
6,MA,Real Jardín Botánico,HERBARIUM,PhytoKeys,10.3897/phytokeys.69.9292,ES,Spain,GN
6,LMU,Eduardo Mondlane University,HERBARIUM,PhytoKeys,10.3897/phytokeys.69.9292,MZ,Mozambique,GS
6,PH,Academy of Natural Sciences,HERBARIUM,PhytoKeys,10.3897/phytokeys.69.9292,US,United States,GN
6,NU,"Department of Microbiology, Faculty of Science",,PhytoKeys,10.3897/phytokeys.69.9292,TH,Thailand,GS
6,UMUTZ,"Department of Zoology, University Museum",,ZooKeys,10.3897/zookeys.522.10294;10.3897/zookeys.587.8188,JP,Japan,GN
6,JBWM,,,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.559.6134,,,
6,NCSU,North Carolina State University Insect Museum,MUSEUM,ZooKeys,10.3897/zookeys.755.23939,US,United States,GN
6,MUSENUV,,,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.711.20683;10.3897/jhr.67.29733,,,
6,IZBE,Institute of Zoology and Botany,,ZooKeys,10.3897/zookeys.668.11350;10.3897/zookeys.1026.63749,EE,Estonia,GN
6,ENT,Ministry of Natural Resources,HERBARIUM,ZooKeys,10.3897/zookeys.658.10928,UG,Uganda,GS
6,LAH,University of the Punjab,HERBARIUM,MycoKeys,10.3897/mycokeys.39.26743;10.3897/mycokeys.69.33563,PK,Pakistan,GS
6,SICAU,,,MycoKeys,10.3897/mycokeys.70.54231;10.3897/mycokeys.46.32458,,,
6,SAIAB,South African Institute for Aquatic Biodiversity,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,ZooKeys,10.3897/zookeys.657.11076;10.3897/zookeys.641.10434;10.3897/zookeys.979.56863,ZA,South Africa,GS
6,MAIC,CIHEAM Mediterranean Agronomic Institute of Chania,HERBARIUM,ZooKeys,10.3897/zookeys.648.10935,GR,Greece,GN
6,ZJU,Zhejiang University College of Sciences,,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.987.55317;10.3897/jhr.81.61892;10.3897/zookeys.843.31885,CN,China,GS
6,CBF,Coleccion Boliviana de Fauna,,Zoosystematics and Evolution,10.3897/zse.96.55210;10.3897/zse.97.64766,BO,"Bolivia, Plurinational State of",GN
6,SICAUCC,,,MycoKeys,10.3897/mycokeys.46.32458;10.3897/mycokeys.70.54231,,,
6,CUMV,"Cornell University, Museum of Vertebrates",UNIVERSITY_COLLEGE,ZooKeys,10.3897/zookeys.561.7137,US,United States,GN
6,USF,University of South Florida,HERBARIUM,ZooKeys,10.3897/zookeys.533.6004,US,United States,GN
6,GNHM,Goulandris Natural History Museum,,Zoosystematics and Evolution;ZooKeys,10.3897/zse.97.60254;10.3897/zookeys.1037.64038,GR,Greece,GN
6,MZL,"Musée cantonal de zoologie, Lausanne",MUSEUM,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.1023.61081;10.3897/zse.95.29487;10.3897/zookeys.1002.58017;10.3897/zookeys.1036.64880,CH,Switzerland,GN
6,FSU,Jena Microbial Resource Collection,,ZooKeys,10.3897/zookeys.1028.56784,DE,Germany,GN
6,TMU,,,ZooKeys,10.3897/zookeys.820.31618,,,
6,RCMC,Rockford College,,ZooKeys,10.3897/zookeys.800.26292,US,United States,GN
6,AEI,American Entomological Institute,,Journal of Hymenoptera Research,10.3897/jhr.53.9902,US,United States,GN
6,AJC,,,ZooKeys,10.3897/zookeys.795.29339,,,
6,CMPR,Centre for Medicinal Plants Research,HERBARIUM,ZooKeys,10.3897/zookeys.777.23212,IN,India,GS
6,National Museum of Nature and Science,,,Nota Lepidopterologica;ZooKeys,10.3897/nl.39.9603;10.3897/zookeys.606.9310,,,
6,GCCC,,,PhytoKeys,10.3897/phytokeys.128.35446;10.3897/phytokeys.127.35445;10.3897/phytokeys.146.49731,,,
6,LLNP,,,PhytoKeys,10.3897/phytokeys.81.13488;10.3897/phytokeys.62.7548,,,
6,JLSHC,,,ZooKeys,10.3897/zookeys.747.22731,,,
6,VMC,,,ZooKeys,10.3897/zookeys.747.22731,,,
6,MABIK,National Marine Biodiversity Institute of Korea,,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.735.14671;10.3897/zookeys.718.19959;10.3897/zookeys.665.6150;10.3897/zse.96.54507,KR,"Korea, Republic of",GN
6,EHMC,,,ZooKeys,10.3897/zookeys.527.6087,,,
6,LGBC,,,Deutsche Entomologische Zeitschrift,10.3897/dez.63.6615,,,
6,PCDH,,,ZooKeys,10.3897/zookeys.587.7961,,,
6,NHMV,Müritzeum gGmbH / Naturhistorische Landessammlungen für Mecklenburg-Vorpommern,,ZooKeys,10.3897/zookeys.684.13383;10.3897/zookeys.615.9179,DE,Germany,GN
6,FJIQBC,,,ZooKeys,10.3897/zookeys.634.10236;10.3897/zookeys.996.54187,,,
6,Universidade Federal do Paraná,,,ZooKeys,10.3897/zookeys.631.10718,,,
6,DLC,Duke Lemur Center,,ZooKeys,10.3897/zookeys.610.9361,US,United States,GN
6,PCSD,,,ZooKeys,10.3897/zookeys.1002.58017,,,
6,Museumof Natural History,,,ZooKeys,10.3897/zookeys.596.8332,,,
6,Swedish Museumof Natural History,,,ZooKeys,10.3897/zookeys.596.8332,,,
6,Oxford UniversityMuseumof Natural History,,,ZooKeys,10.3897/zookeys.596.8332,,,
6,UniversityMuseumof Natural History,,,ZooKeys,10.3897/zookeys.596.8332,,,
6,ITS,,,MycoKeys,10.3897/mycokeys.78.62046;10.3897/mycokeys.78.60063,,,
6,IMQC,,,ZooKeys,10.3897/zookeys.1018.61033,,,
6,UFPB,Departamento de Sistematica e Ecologia,,Journal of Hymenoptera Research,10.3897/jhr.81.60048,BR,Brazil,GS
5,MSNM,Museo di Storia Naturale di Milano,HERBARIUM,ZooKeys,10.3897/zookeys.837.32057;10.3897/zookeys.999.53130,IT,Italy,GN
5,MZUC-UCCC,,,ZooKeys,10.3897/zookeys.832.30851,,,
5,IITA,International Institute of Tropical Agriculture,,Journal of Hymenoptera Research;ZooKeys,10.3897/JHR.49.7714;10.3897/zookeys.565.7185,NG,Nigeria,GS
5,MCTP,Museu de Ciencias,,Zoosystematics and Evolution;ZooKeys,10.3897/zse.95.34958;10.3897/zookeys.915.47563;10.3897/zookeys.771.24921,BR,Brazil,GS
5,SDNU,Shandong Normal University,HERBARIUM,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.25460;10.3897/zookeys.744.22421;10.3897/zookeys.686.13680,CN,China,GS
5,UANL,Universidad Autonoma de Nuevo Leon,,ZooKeys,10.3897/zookeys.893.39594;10.3897/zookeys.530.6064;10.3897/zookeys.614.8843,MX,Mexico,GS
5,ZDAMU,,,ZooKeys,10.3897/zookeys.889.34942;10.3897/zookeys.889.36436,,,
5,MGE,,,ZooKeys,10.3897/zookeys.811.29187,,,
5,ZMUI,"Zoological Museum, University of Istanbul",,ZooKeys;Subterranean Biology,10.3897/zookeys.802.30236;10.3897/subtbiol.24.20985,TR,Turkey,GN
5,UAAM,"The Arthropod Museum, University of Arkansas",,ZooKeys,10.3897/zookeys.787.26948,US,United States,GN
5,QCAZ-I,,,ZooKeys,10.3897/zookeys.781.22841,,,
5,KPSP,,,ZooKeys,10.3897/zookeys.781.27354;10.3897/zookeys.665.11609,,,
5,QMOR,Ouellet-Robert Entomological Collection,UNIVERSITY_COLLEGE,ZooKeys,10.3897/zookeys.765.24144,CA,Canada,GN
5,MSUT,"Museum of Natural History, Tirane",,MycoKeys,10.3897/mycokeys.17.10512,AL,Albania,GN
5,SWFC,Southwest Forestry College,HERBARIUM,MycoKeys,10.3897/mycokeys.29.22086;10.3897/mycokeys.65.48660,CN,China,GS
5,JXAU,Jiangxi Agricultural University,HERBARIUM,PhytoKeys;ZooKeys,10.3897/phytokeys.85.13804;10.3897/zookeys.1028.61018,CN,China,GS
5,LSCR,"La Selva Biological Station, Organization for Tropical Studies",HERBARIUM,PhytoKeys,10.3897/phytokeys.76.10298,CR,Costa Rica,GS
5,LOC,Occidental College,HERBARIUM,PhytoKeys,10.3897/phytokeys.76.10298,US,United States,GN
5,COL,Universidad Nacional de Colombia,HERBARIUM,PhytoKeys,10.3897/phytokeys.76.11220;10.3897/phytokeys.64.6864;10.3897/phytokeys.162.55891,CO,Colombia,GS
5,XAL,"Instituto de Ecología, A.C.",HERBARIUM,PhytoKeys;MycoKeys,10.3897/phytokeys.74.10371;10.3897/phytokeys.65.8454;10.3897/mycokeys.59.38359,MX,Mexico,GS
5,IBGE,Instituto Brasileiro de Geografia e Estatística - IBGE,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.9835,BR,Brazil,GS
5,UEC,Universidade Estadual de Campinas,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.9835,BR,Brazil,GS
5,HURB,Universidade Federal do Recôncavo da Bahia,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.9835,BR,Brazil,GS
5,UFMT,Universidade Federal de Mato Grosso,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.9835,BR,Brazil,GS
5,CH,Circulo Herpetologico de Panama,,PhytoKeys,10.3897/phytokeys.74.9835,PA,Panama,GS
5,HERBAM,Universidade do Estado de Mato Grosso,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.9835,BR,Brazil,GS
5,ULM,Universität Ulm,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.9835,DE,Germany,GN
5,CPAP,Centro de Pesquisas Agropecuarias do Tropico Umido,,PhytoKeys,10.3897/phytokeys.74.9835,BR,Brazil,GS
5,CORD,Herbario CORD,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10159,AR,Argentina,GS
5,WIS,University of Wisconsin,UNIVERSITY_COLLEGE,PhytoKeys,10.3897/phytokeys.74.10159,US,United States,GN
5,UT,"University of Texas at Austin, Non-vertebrate Paleontology Lab",,PhytoKeys,10.3897/phytokeys.74.10159,,,
5,WM,Gezira Research Station,HERBARIUM,PhytoKeys;ZooKeys,10.3897/phytokeys.69.8844;10.3897/zookeys.529.6139,SD,Sudan,GS
5,CANB,Australian National Herbarium,HERBARIUM,PhytoKeys,10.3897/phytokeys.69.8844;10.3897/phytokeys.63.7743;10.3897/phytokeys.151.51909,AU,Australia,GN
5,BOR/COL,,,ZooKeys,10.3897/zookeys.754.24276,,,
5,KUM,Resource Management Support Center,HERBARIUM,ZooKeys,10.3897/zookeys.740.20458;10.3897/zookeys.987.53648;10.3897/zookeys.559.6755,GH,Ghana,GS
5,MLUH,Martin Luther Universitaet,,ZooKeys,10.3897/zookeys.699.12031,DE,Germany,GN
5,BO,Research Centre for Biology,HERBARIUM,PhytoKeys,10.3897/phytokeys.62.7548;10.3897/phytokeys.61.7590,ID,Indonesia,GS
5,AAU,"Addis Ababa University, Department of Biology",,PhytoKeys,10.3897/phytokeys.56.5306,ET,Ethiopia,GS
5,QCNE,Museo Ecuatoriano de Ciencias Naturales del Instituto Nacional de Biodiversidad,HERBARIUM,PhytoKeys,10.3897/phytokeys.56.5306,EC,Ecuador,GS
5,BYU,"Brigham Young University, Monte L. Bean Life Science Museum",UNIVERSITY_COLLEGE,ZooKeys,10.3897/zookeys.528.6001,US,United States,GN
5,USGS,USGS Patuxent Wildlife Research Center,,ZooKeys,10.3897/zookeys.539.6108;10.3897/zookeys.544.6074;10.3897/zookeys.562.7310,,,
5,MCZC,,,ZooKeys,10.3897/zookeys.693.13012;10.3897/zookeys.1010.58436;10.3897/zookeys.616.9532,,,
5,NTNU,National Taiwan Normal University,,ZooKeys,10.3897/zookeys.915.46980;10.3897/zookeys.992.55977,CN,China,GS
5,CPC,Culture collection of Pedro Crous,,MycoKeys;ZooKeys,10.3897/mycokeys.40.28636;10.3897/zookeys.566.7344,NL,Netherlands,GN
5,BJTC,Capital Normal University,HERBARIUM,MycoKeys,10.3897/mycokeys.67.50068;10.3897/mycokeys.60.46645,CN,China,GS
5,NBM,New Brunswick Museum,HERBARIUM,ZooKeys,10.3897/zookeys.573.7878;10.3897/zookeys.573.7016,CA,Canada,GN
5,UCZM,,,ZooKeys,10.3897/zookeys.944.49921,,,
5,KAUM,Kagoshima University Museum,,ZooKeys,10.3897/zookeys.712.14955,JP,Japan,GN
5,FAKU,Kyoto University,UNIVERSITY_COLLEGE,ZooKeys,10.3897/zookeys.712.14955,JP,Japan,GN
5,CLEV,Cleveland Museum of Natural History,MUSEUM,ZooKeys,10.3897/zookeys.680.11162,US,United States,GN
5,DIBEC,,,ZooKeys,10.3897/zookeys.673.12084;10.3897/zookeys.737.21191;10.3897/zookeys.1021.63147,,,
5,ZMUO,University of Oulu Zoological Museum,MUSEUM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.992.53975;10.3897/jhr.72.39339,FI,Finland,GN
5,DZUL,"Departamento de Zoologia, Universidad de La Laguna",,Subterranean Biology,10.3897/subtbiol.34.50231;10.3897/subtbiol.38.61733,ES,Spain,GN
5,RUPP,Royal University of Phnom Penh,HERBARIUM,PhytoKeys;ZooKeys,10.3897/phytokeys.77.11345;10.3897/zookeys.1018.61033,KH,Cambodia,GS
5,EIHU,,,ZooKeys,10.3897/zookeys.999.58747,,,
5,MIIZ,,,ZooKeys,10.3897/zookeys.999.58747,,,
5,MHNC,Museo de Historia Natural de Concepcion (Chile),,ZooKeys,10.3897/zookeys.594.8295;10.3897/zookeys.563.6084,,,
5,UMIZ,,,ZooKeys,10.3897/zookeys.892.39524;10.3897/zookeys.763.21252,,,
5,MBA,Environmental Protection Agency,HERBARIUM,ZooKeys,10.3897/zookeys.811.29187,AU,Australia,GN
5,RCTM,,,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.38.5058,,,
5,RCAP,,,ZooKeys,10.3897/zookeys.800.26292,,,
5,SWFU,,,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.68.30784;10.3897/zookeys.770.24908,,,
5,LMCI,,,ZooKeys,10.3897/zookeys.795.27070;10.3897/zookeys.996.53958,,,
5,IDEA,Instituto de Agronomia,,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.795.27070;10.3897/nl.41.28570;10.3897/nl.42.38341;10.3897/nl.43.57965,CL,Chile,GS
5,KAUST,,,ZooKeys,10.3897/zookeys.791.28775,,,
5,NMCR,New Mexico State University,HERBARIUM,ZooKeys,10.3897/zookeys.780.26388;10.3897/zookeys.879.37721,US,United States,GN
5,KUNH,,,ZooKeys,10.3897/zookeys.778.25775,,,
5,GZUIFR,,,MycoKeys,10.3897/mycokeys.47.30740,,,
5,KG,Internatinal Phytochemistry Research and Production Institute,,Nota Lepidopterologica,10.3897/nl.40.11184,KZ,Kazakhstan,GS
5,KL,Landesmuseum für Kärnten,HERBARIUM,Nota Lepidopterologica,10.3897/nl.40.11184,AT,Austria,GN
5,PF,,,Nota Lepidopterologica,10.3897/nl.40.11184,,,
5,RS,,,Nota Lepidopterologica,10.3897/nl.40.11184,,,
5,UJ,,,Nota Lepidopterologica,10.3897/nl.40.11184,,,
5,Missouri Botanical Garden,,,PhytoKeys,10.3897/phytokeys.76.10298,,,
5,NMT,,,ZooKeys,10.3897/zookeys.723.21817,,,
5,IBSI-Ara,,,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.532.6078;10.3897/zse.96.55210,,,
5,LBP,,,ZooKeys,10.3897/zookeys.534.6169;10.3897/zookeys.634.9917,,,
5,SHEM,,,ZooKeys,10.3897/zookeys.595.7569;10.3897/zookeys.604.8203;10.3897/zookeys.604.9049;10.3897/zookeys.598.7983,,,
5,UNIANDES,,,ZooKeys,10.3897/zookeys.937.51361,,,
5,PKU,,,ZooKeys,10.3897/zookeys.712.14955,,,
5,SYKE,,,ZooKeys,10.3897/zookeys.639.10893,,,
5,ASLAR,,,ZooKeys,10.3897/zookeys.615.9530,,,
5,ZRCBUU,,,ZooKeys,10.3897/zookeys.980.54100,,,
5,SAAS,"Saasveld, Port Elizabeth Technikon",HERBARIUM,MycoKeys,10.3897/mycokeys.61.46446,ZA,South Africa,GS
5,CQNU,,,ZooKeys,10.3897/zookeys.595.7734,,,
5,RSC,,,ZooKeys,10.3897/zookeys.585.7503,,,
5,BUIC,,,ZooKeys,10.3897/zookeys.1024.60393,,,
4,LEM,,,ZooKeys,10.3897/zookeys.884.36154,,,
4,UTA,University of Texas at Arlington,,Zoosystematics and Evolution,10.3897/zse.94.22120,US,United States,GN
